ark/input/pg22396.txt', 'brandished') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'foolish') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'hang') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'talk') 11
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'prating') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'receive') 12
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'avoided') 10
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'buffet') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'thrown') 8
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sobs') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'earls') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'tended') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'gringamor') 9
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'deliverance') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'nobler') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'happiness') 9
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'adventurous') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'emperor') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'rulers') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sovereignty') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'ireland') 19
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'tribute') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'double') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'money') 7
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'ship') 19
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'durst') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'demanding') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'wrathful') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'alighting') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'scrivener') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'goosequill') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'prideful') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'pesky') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'embraced') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'seashore') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'tournaments') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'uncle') 22
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'spurred') 12
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'aim') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'brain') 6
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'deathly') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'leechcraft') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'purveyed') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'stored') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'governale') 11
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sunshine') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'harp') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sheltered') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'cove') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'rock') 9
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'peeping') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'lovable') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sitting') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'lap') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'glancing') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'regarded') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'christened') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'unmarried') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'alban') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'mishapped') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'token') 7
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'challenge') 7
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'careered') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'winner') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'song') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'suspected') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'lighthearted') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'disporting') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sport') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'finding') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'deal') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'goodness') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'praises') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'speech') 10
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'atween') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'theirs') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'wheeling') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'marked') 6
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'leapt') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'warrior') 7
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'agog') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sooner') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'herald') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'recited') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'names') 7
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'career') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'unhurt') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'guarding') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'descended') 6
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sailed') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'accounted') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'potent') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'parts') 11
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'rarely') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'deception') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'ring') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'ravening') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'thereby') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'climbed') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sucked') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'blowing') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'girdle') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'fillet') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'stately') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'prosper') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'hunt') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'beheld') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'brocade') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'cambric') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'knotted') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'conceals') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'dwarfish') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'loan') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'downs') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'greetings') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'forded') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'stagnant') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'possible') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'ushered') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'decrepit') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'cushion') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'earthenware') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'inewl') 13
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'regain') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'gain') 13
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'flushing') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'astretch') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'pattern') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'thundering') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'headpiece') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'needlands') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'giveth') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'furnished') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'laying') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'washed') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'station') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'glittered') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'jewels') 7
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'homesteads') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'yesterday') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'frank') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'plight') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'journey') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'pleasant') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'converse') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'ambassadors') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'begs') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'reluctant') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'severn') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'welcoming') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'offices') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'degree') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'acquainted') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'stick') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sing') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'oppressions') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sloth') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'scalding') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'meanest') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'jutted') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'hillslope') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'carters') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'smoke') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'housetops') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'nearer') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'forum') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'basilica') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'walk') 6
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'slink') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'haunting') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'wert') 11
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'bottle') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'refreshing') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'palisade') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'frightened') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'tax') 7
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'carrion') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'squeeze') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'knock') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'hurling') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'swayed') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'rude') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'folks') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'highroad') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'holds') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'worthless') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'presently') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'presumption') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'bandit') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'travel') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'bout') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'error') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'forgotten') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'disbelief') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'tangled') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'valleys') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'club') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'dwarfs') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'cat') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'happily') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'hole') 6
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'afresh') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'comforting') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'expedition') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'mourn') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'corpse') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'fright') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'pursue') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'fervently') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sobbing') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'settled') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'sell') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'reigned') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'prosperously') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'lasted') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'dominion') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'coasts') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'dreading') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'action') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'actions') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'mountains') 9
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'rolling') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'moors') 6
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'goats') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'activity') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'catch') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'gored') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'animal') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'content') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'glass') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'straight') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'swerved') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'slighter') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'widows') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'fond') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'piebald') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'southwards') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'spilling') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'uncouth') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'dumb') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'treatment') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'waits') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'shaft') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'overthrown') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'eternal') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'r') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'merited') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'enterprise') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'battered') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'opening') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'rules') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'blackness') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'poppies') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'beats') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'doom') 9
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'maelond') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'angharad') 6
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'belies') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'shamefulness') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'ugly') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'spun') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'belong') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'gaining') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'prevailed') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'cell') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'savour') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'mist') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'companions') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'saviour') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'heathens') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'wave') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'clouds') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'flames') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'revived') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'angel') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'pit') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'bravely') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'casteth') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'wrested') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'baked') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'teeth') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'withstood') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'fosterling') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'glory') 6
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'feeling') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'recovering') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'nun') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'tempting') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'scorned') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'beauteous') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'strengthened') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'unafraid') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'achievements') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'wishful') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'coloured') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'aspiring') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'regions') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'dale') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'forehead') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'daggers') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'jewelled') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'hilts') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'fastened') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'music') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'ringing') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'verily') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'subject') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'lighting') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'burnished') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'described') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'prouder') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'careworn') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'cudgel') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'rained') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'faster') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'movements') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'exhaustion') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'knocks') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'limped') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'heeded') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'inner') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'painted') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'gorgeous') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'linen') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'owning') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'retainers') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'shed') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'deeply') 6
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'dishevelled') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'procession') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'listlessly') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'astounds') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'absent') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'hardhearted') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'chooses') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'generous') 3
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'task') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'cheek') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'foreseen') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'audience') 5
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'rival') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'toss') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'drood') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'townspeople') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'suitors') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'nill') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'contest') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'remained') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'daunt') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'unhappy') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'heaves') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'assent') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'doughtiest') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'merriment') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'stubbornly') 4
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'diversion') 2
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'renew') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'uttering') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'aye') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'consequence') 1
('file:///D:/Tartu/Cloud/spark/input/pg22396.txt', 'northwards') 3
